symbol,short_name
MRO-TEK.NS,MRO-TEK Realty Limited
KREBSBIO.NS,Krebs Biochemicals and Industries Limited
KHFM.NS,Khfm Hospitality And Facility Management Services Limited
PASHUPATI.NS,Pashupati Cotspin Limited
DUCOL.NS,Ducol Organics And Colours Limited
AKSHOPTFBR.NS,Aksh Optifibre Limited
WIPL.NS,The Western India Plywoods Limited
PATINTLOG.NS,Patel Integrated Logistics Limited
IBLFL.NS,IBL Finance Limited
VR.NS,V R Infraspace Limited
GICL.NS,Globe International Carriers Limited
JHS.NS,JHS Svendgaard Laboratories Limited
FLEXITUFF.NS,Flexituff Ventures International Limited
AUSOMENT.NS,Ausom Enterprise Limited
DANGEE.NS,Dangee Dums Limited
DGCONTENT.NS,Digicontent Limited
ARTNIRMAN.NS,Art Nirman Limited
SHAH.NS,Shah Metacorp Limited
SECURKLOUD.NS,SECUREKLOUD TECHNOLOGIES LIMITED
SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited
BVCL.NS,Barak Valley Cements Limited
GOYALALUM.NS,Goyal Aluminiums Limited
TRANSTEEL.NS,Transteel Seating Technologies Limited
BHANDARI.NS,Bhandari Hosiery Exports Limited
PARTYCRUS.NS,Party Cruisers Limited
MOTOGENFIN.NS,The Motor & General Finance Limited
PALASHSECU.NS,Palash Securities Limited
ANIKINDS.NS,Anik Industries Limited
SHAHALLOYS.NS,Shah Alloys Limited
TAINWALCHM.NS,Tainwala Chemical and Plastic (I) Limited
SUVIDHAA.NS,Suvidhaa Infoserve Limited
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited
GANGESSECU.NS,Ganges Securities Limited
AGNI.NS,Agni Green Power Limited
SIKKO.NS,Sikko Industries Limited
AMDIND.NS,AMD Industries Limited
STEELCITY.NS,Steel City Securities Limited
TPHQ.NS,Teamo Productions HQ Limited
GLOBE.NS,Globe Textiles (India) Limited
FRETAIL.NS,Future Retail Limited
SOMATEX.NS,Soma Textiles & Industries Limited
AAREYDRUGS.NS,Aarey Drugs & Pharmaceuticals Limited
QUICKTOUCH.NS,Quicktouch Technologies Limited
LASA.NS,Lasa Supergenerics Limited
ZENITHDRUG.NS,Zenith Drugs Limited
ZENITHSTL.NS,Zenith Steel Pipes & Industries Limited
LPDC.NS,Landmark Property Development Company Limited
NIRMAN.NS,Nirman Agri Genetics Limited
NAGREEKEXP.NS,Nagreeka Exports Limited
AVROIND.NS,AVRO INDIA LIMITED
ALKALI.NS,Alkali Metals Limited
AAATECH.NS,AAA Technologies Limited
CINEVISTA.NS,Cinevista Limited
ENERGYDEV.NS,Energy Development Company Limited
ATALREAL.NS,Atal Realtech Limited
GROBTEA.NS,The Grob Tea Company Limited
SIMBHALS.NS,Simbhaoli Sugars Limited
GLOBALPET.NS,Global Pet Industries Limited
BANKA.NS,Banka BioLoo Limited
PIONEEREMB.NS,Pioneer Embroideries Limited
KEYFINSERV.NS,Keynote Financial Services Limited
PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited
DELTAMAGNT.NS,Delta Manufacturing Limited
ARCHIES.NS,Archies Limited
MAHICKRA.NS,Mahickra Chemicals Limited
OBCL.NS,Orissa Bengal Carrier Limited
SAIFL.NS,Sameera Agro And Infra Limited
INDSWFTLTD.NS,Ind-Swift Limited
BIOFILCHEM.NS,Biofil Chemicals & Pharmaceuticals Limited
VINNY.NS,Vinny Overseas Limited
SAMBHAAV.NS,Sambhaav Media Limited
DAMODARIND.NS,Damodar Industries Limited
GANGAFORGE.NS,Ganga Forging Limited
MHHL.NS,Mohini Health & Hygiene Limited
VASWANI.NS,Vaswani Industries Limited
HISARMETAL.NS,Hisar Metal Industries Limited
PARASPETRO.NS,Paras Petrofils Limited
SECMARK.NS,SecMark Consultancy Limited
CELEBRITY.NS,Celebrity Fashions Limited
PRESSTONIC.NS,Presstonic Engineering Limited
SYNOPTICS.NS,Synoptics Technologies Limited
YAARI.NS,Yaari Digital Integrated Services Limited
AAKASH.NS,Aakash Exploration Services Limited
REGENCERAM.NS,Regency Ceramics Limited
TOKYOPLAST.NS,Tokyo Plast International Limited
ZENITHEXPO.NS,Zenith Exports Limited
MOKSH.NS,Moksh Ornaments Limited
DOLLEX.NS,Dollex Agrotech Limited
ARABIAN.NS,Arabian Petroleum Limited
TREEHOUSE.NS,Tree House Education & Accessories Limited
DEEM.NS,Deem Roll Tech Limited
ARIHANTACA.NS,Arihant Academy Limited
ASTRON.NS,Astron Paper & Board Mill Limited
PANACHE.NS,Panache Digilife Limited
PRITIKA.NS,Pritika Engineering Components Limited
SAMPANN.NS,Sampann Utpadan India Limited
ENFUSE.NS,Enfuse Solutions Limited
MCL.NS,Madhav Copper Limited
FIBERWEB.NS,Fiberweb (India) Limited
PROLIFE.NS,Prolife Industries Limited
PRECISION.NS,Precision Metaliks Limited
BABAFP.NS,Baba Food Processing (India) Limited
AUROIMPEX.NS,Auro Impex  & Chemicals Limited
PRAMARA.NS,Pramara Promotions Limited
PENTAGON.NS,Pentagon Rubber Limited
MAL.NS,Mangalam Alloys Limited
PIGL.NS,Power & Instrumentation (Gujarat) Limited
RCDL.NS,Rajgor Castor Derivatives Limited
MBECL.NS,Mcnally Bharat Engineering Company Limited
SETCO.NS,Setco Automotive Limited
HOLMARC.NS,Holmarc Opto-Mechatronics Limited
TIMESGTY.NS,Times Guaranty Limited
MAITREYA.NS,Maitreya Medicare Limited
NIBL.NS,NRB Industrial Bearings Limited
SIGNORIA.NS,Signoria Creation Limited
KARMAENG.NS,Karma Energy Limited
AVSL.NS,AVSL Industries Limited
VELS.NS,Vels Film International Limited
LATTEYS.NS,Latteys Industries Limited
PNC.NS,Pritish Nandy Communications Limited
MONOPHARMA.NS,Mono Pharmacare Limited
VERTEXPLUS.NS,Vertexplus Technologies Limited
MVKAGRO.NS,M.V.K. Agro Food Product Limited
SVPGLOB.NS,SVP GLOBAL TEXTILES LIMITED
DIL.NS,Debock Industries Limited
BALKRISHNA.NS,Balkrishna Paper Mills Limited
MARCO.NS,Marco Cables & Conductors Limited
ORIENTLTD.NS,Orient Press Limited
RILINFRA.NS,Rachana Infrastructure Limited
SPYL.NS,Shekhawati Poly-Yarn Limited
GTECJAINX.NS,G-TEC JAINX EDUCATION LIMITED
YUDIZ.NS,Yudiz Solutions Limited
AGROPHOS.NS,Agro Phos India Limited
SHUBHLAXMI.NS,Shubhlaxmi Jewel Art Limited
MCON.NS,Mcon Rasayan India Limited
AMBANIORG.NS,Ambani Organics Limited
AISL.NS,ANI Integrated Services Limited
CPS.NS,C P S Shapers Limited
HOVS.NS,HOV Services Limited
KANANIIND.NS,Kanani Industries Limited
SHIVAMILLS.NS,Shiva Mills Limited
PRUDMOULI.NS,Prudential Sugar Corporation Limited
SCML.NS,Sharp Chucks and Machines Limited
AATMAJ.NS,Aatmaj Healthcare Limited
KTL.NS,Kalahridhaan Trendz Limited
CEREBRAINT.NS,Cerebra Integrated Technologies Limited
EXCEL.NS,Excel Realty N Infra Limited
SHEETAL.NS,Sheetal Universal Limited
GRAPHISAD.NS,Graphisads Limited
HECPROJECT.NS,HEC Infra Projects Limited
SECURCRED.NS,SecUR Credentials Limited
AROGRANITE.NS,Aro Granite Industries Limited
MADHUCON.NS,Madhucon Projects Limited
WEWIN.NS,WE WIN LIMITED
KKVAPOW.NS,KKV Agro Powers Limited
RELIABLE.NS,Reliable Data Services Limited
AKSHAR.NS,Akshar Spintex Limited
DHTL.NS,Docmode Health Technologies Limited
PERFECT.NS,Perfect Infraengineers Limited
MILTON.NS,Milton Industries Limited
GOLDENTOBC.NS,Golden Tobacco Limited
LEXUS.NS,Lexus Granito (India) Limited
MAGSON.NS,Magson Retail And Distribution Limited
SERVICE.NS,Service Care Limited
ROML.NS,Raj Oil Mills Limited
NGIL.NS,Nakoda Group of Industries Limited
CLSL.NS,Crop Life Science Limited
OMFURN.NS,Omfurn India Limited
VIAZ.NS,Viaz Tyres Limited
TRIDHYA.NS,Tridhya Tech Limited
BANG.NS,Bang Overseas Limited
MORARJEE.NS,Morarjee Textiles Limited
MANUGRAPH.NS,Manugraph India Limited
MALUPAPER.NS,Malu Paper Mills Limited
UCL.NS,Ushanti Colour Chem Limited
SIDDHIKA.NS,Siddhika Coatings Limited
JAIPURKURT.NS,Nandani Creation Limited
SPTL.NS,Sintex Plastics Technology Limited
CELLPOINT.NS,Cell Point (India) Limited
MICROPRO.NS,Micropro Software Solutions Limited
COMMITTED.NS,Committed Cargo Care Limited
HBSL.NS,HB Stockholdings Limited
BANARBEADS.NS,Banaras Beads Limited
SANGANI.NS,Sangani Hospitals Limited
BDR.NS,BDR Buildcon Limited
JETFREIGHT.NS,Jet Freight Logistics Limited
MARSHALL.NS,Marshall Machines Limited
ABMINTLLTD.NS,ABM International Limited
TERASOFT.NS,Tera Software Limited
AKG.NS,Akg Exim Limited
PEARLPOLY.NS,Pearl Polymers Limited
PODDARHOUS.NS,Poddar Housing and Development Limited
SHANTHALA.NS,Shanthala FMCG Products Limited
AARVEEDEN.NS,Aarvee Denims & Exports Limited
REXPIPES.NS,Rex Pipes And Cables Industries Limited
JETKNIT.NS,Jet Knitwears Limited
ENSER.NS,Enser Communications Limited
SHRENIK.NS,Shrenik Limited
DNAMEDIA.NS,Diligent Media Corporation Limited
MASTER.NS,Master Components Limited
ACSAL.NS,Arvind and Company Shipping Agencies Limited
SILGO.NS,Silgo Retail Limited
AKASH.NS,Akash Infra-Projects Limited
SEYAIND.NS,Seya Industries Limited
AJOONI.NS,Ajooni Biotech Limited
TFL.NS,Transwarranty Finance Limited
TAPIFRUIT.NS,Tapi Fruit Processing Limited
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited
WOMANCART.NS,Womancart Limited
ASLIND.NS,ASL Industries Limited
TIMESCAN.NS,Timescan Logistics (India) Limited
ANKITMETAL.NS,Ankit Metal & Power Limited
ICDSLTD.NS,ICDS Limited
YCCL.NS,Yasons Chemex Care Limited
UMA.NS,Uma Converter Limited
WALPAR.NS,Walpar Nutritions Limited
SONUINFRA.NS,Sonu Infratech Limited
SEL.NS,Sungarner Energies Limited
LIBAS.NS,Libas Consumer Products Limited
3PLAND.NS,3P Land Holdings Limited
BURNPUR.NS,Burnpur Cement Limited
SITINET.NS,Siti Networks Limited
RKDL.NS,Ravi Kumar Distilleries Limited
MAKS.NS,Maks Energy Solutions India Limited
SRPL.NS,Shree Ram Proteins Limited
BMETRICS.NS,Bombay Metrics Supply Chain Limited
ITALIANE.NS,Italian Edibles Limited
LAXMICOT.NS,Laxmi Cotspin Limited
UWCSL.NS,Ultra Wiring Connectivity System Limited
TNTELE.NS,Tamilnadu Telecommunication Limited
AMBICAAGAR.NS,Ambica Agarbathies & Aroma industries Limited
ASHOKAMET.NS,Ashoka Metcast Limited
ADL.NS,Archidply Decor Limited
KHANDSE.NS,Khandwala Securities Limited
VINEETLAB.NS,Vineet Laboratories Limited
TECHIN.NS,Techindia Nirman Limited
PATTECH.NS,Pattech Fitwell Tube Components Limited
CBAZAAR.NS,Net Avenue Technologies Limited
BINANIIND.NS,Binani Industries Limited
21STCENMGM.NS,21st Century Management Services Limited
KRIDHANINF.NS,Kridhan Infra Limited
GODHA.NS,Godha Cabcon & Insulation Limited
JFLLIFE.NS,Jfl Life Sciences Limited
ISHAN.NS,Ishan International Limited
NEXTMEDIA.NS,Next Mediaworks Limited
SUULD.NS,Suumaya Industries Limited
ARISTO.NS,Aristo Bio-Tech And Lifescience Limited
TGBHOTELS.NS,TGB Banquets And Hotels Limited
DKEGL.NS,D.K. Enterprises Global Limited
MARINETRAN.NS,Marinetrans India Limited
DESTINY.NS,Destiny Logistics & Infra Limited
FLFL.NS,Future Lifestyle Fashions Limited
ARSSINFRA.NS,ARSS Infrastructure Projects Limited
ONELIFECAP.NS,Onelife Capital Advisors Limited
INSPIRE.NS,Inspire Films Limited
VSCL.NS,Vadivarhe Speciality Chemicals Limited
SGL.NS,STL Global Limited
EDUCOMP.NS,Educomp Solutions Limited
SAGARDEEP.NS,Sagardeep Alloys Limited
ROLLT.NS,Rollatainers Limited
KONTOR.NS,Kontor Space Limited
SHAIVAL.NS,Shaival Reality Limited
AGARWALFT.NS,Agarwal Float Glass India Limited
TECILCHEM.NS,TECIL Chemicals and Hydro Power Limited
CMRSL.NS,Cyber Media Research & Services Limited
NIDAN.NS,Nidan Laboratories and Healthcare Limited
UNIINFO.NS,Uniinfo Telecom Services Limited
COUNCODOS.NS,Country Condo's Limited
AMEYA.NS,Ameya Precision Engineers Limited
SUPERSPIN.NS,Super Spinning Mills Limited
CYBERMEDIA.NS,Cyber Media (India) Limited
TIJARIA.NS,Tijaria Polypipes Limited
WILLAMAGOR.NS,Williamson Magor & Company Limited
GSTL.NS,Globesecure Technologies Limited
COMPINFO.NS,Compuage Infocom Limited
MINDPOOL.NS,Mindpool Technologies Limited
POLYSIL.NS,Polysil Irrigation Systems Limited
HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited
JIWANRAM.NS,Jiwanram Sheoduttrai Industries Limited
MADHAV.NS,Madhav Marbles and Granites Limited
NKIND.NS,NK Industries Limited
SANGINITA.NS,Sanginita Chemicals Limited
MEGAFLEX.NS,Mega Flex Plastics Limited
ADROITINFO.NS,Adroit Infotech Limited
FMNL.NS,Future Market Networks Limited
HEADSUP.NS,Heads UP Ventures Limited
KEEPLEARN.NS,DSJ Keep Learning Limited
ACEINTEG.NS,Ace Integrated Solutions Limited
VIVIDHA.NS,Visagar Polytex Limited
KCK.NS,Kck Industries Limited
SABAR.NS,Sabar Flex India Limited
AGUL.NS,A G Universal Limited
FSC.NS,Future Supply Chain Solutions Limited
GATECH.NS,GACM Technologies Limited
IMPEXFERRO.NS,Impex Ferro Tech Limited
QFIL.NS,Quality Foils (India) Limited
KHAITANLTD.NS,Khaitan (India) Limited
NARMADA.NS,Narmada Agrobase Limited
FEL.NS,Future Enterprises Limited
GRETEX.NS,Gretex Industries Limited
VIJIFIN.NS,Viji Finance Limited
BOHRAIND.NS,Bohra Industries Limited
MOXSH.NS,Moxsh Overseas Educon Limited
MOHITIND.NS,Mohit Industries Limited
VILINBIO.NS,Vilin Bio Med Limited
HRHNEXT.NS,HRH Next Services Limited
SUNREST.NS,Sunrest Lifescience Limited
SPRL.NS,Sp Refractories Limited
SUMEETINDS.NS,Sumeet Industries Limited
HYBRIDFIN.NS,Hybrid Financial Services Limited
VERA.NS,Vera Synthetic Limited
SAHAJ.NS,Sahaj Fashions Limited
GOENKA.NS,Goenka Diamond and Jewels Limited
QUADPRO.NS,Quadpro Ites Limited
ANTGRAPHIC.NS,Antarctica Limited
INDIFRA.NS,Indifra Limited
ORIENTALTL.NS,Oriental Trimex Limited
LCCINFOTEC.NS,LCC Infotech Limited
LRRPL.NS,Lead Reclaim And Rubber Products Limited
MASKINVEST.NS,Mask Investments Limited
OLIL.NS,Oneclick Logistics India Limited
KAVVERITEL.NS,Kavveri Telecom Products Limited
MITTAL.NS,Mittal Life Style Limited
GUJRAFFIA.NS,Gujarat Raffia Industries Limited
KSHITIJPOL.NS,Kshitij Polyline Limited
CONTI.NS,Continental Seeds and Chemicals Limited
GLFL.NS,Gujarat Lease Financing Limited
NTL.NS,Neueon Towers Limited
CALSOFT.NS,California Software Company Limited
AILIMITED.NS,Abhishek Integrations Limited
KANDARP.NS,Kandarp Digi Smart BPO Limited
PLADAINFO.NS,Plada Infotech Services Limited
MTEDUCARE.NS,MT Educare Limited
WINSOME.NS,Winsome Yarns Limited
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited
DRL.NS,Dhanuka Realty Limited
BRIGHT.NS,Bright Solar Limited
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited
TVVISION.NS,TV Vision Limited
VCL.NS,Vaxtex Cotfab Limited
TRANSWIND.NS,Transwind Infrastructures Limited
DIGJAMLMTD.NS,Digjam Limited
RITEZONE.NS,Rite Zone Chemcon India Limited
METALFORGE.NS,Metalyst Forgings Limited
SHANTI.NS,Shanti Overseas (India) Limited
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited
RICHA.NS,Richa Info Systems Limited
MANAV.NS,Manav Infra Projects Limited
NORBTEAEXP.NS,Norben Tea & Exports Limited
TARAPUR.NS,Tarapur Transformers Limited
BLUECHIP.NS,Blue Chip India Limited
VIVO.NS,Vivo Collaboration Solutions Limited
ORTINLAB.NS,Ortin Laboratories Limited
SAROJA.NS,Saroja Pharma Industries India Limited
JAKHARIA.NS,JAKHARIA FABRIC LIMITED
MPTODAY.NS,Madhya Pradesh Today Media Limited
SILLYMONKS.NS,Silly Monks Entertainment Limited
EUROTEXIND.NS,Eurotex Industries and Exports Limited
AMIABLE.NS,Amiable Logistics (India) Limited
UMESLTD.NS,Usha Martin Education & Solutions Limited
OMKARCHEM.NS,Omkar Speciality Chemicals Limited
KALYANI.NS,Kalyani Commercials Limited
ARENTERP.NS,Rajdarshan Industries Limited
BKMINDST.NS,Bkm Industries Limited
NIRAJISPAT.NS,Niraj Ispat Industries Limited
INNOVATIVE.NS,Innovative Tyres and Tubes Limited
ACCORD.NS,Accord Synergy Limited
SHYAMTEL.NS,Shyam Telecom Limited
SMVD.NS,SMVD Poly Pack Limited
DCMFINSERV.NS,DCM Financial Services Limited
PREMIER.NS,Premier Limited
CREATIVEYE.NS,Creative Eye Limited
AHIMSA.NS,Ahimsa Industries Limited
ABNINT.NS,A B N Intercorp Limited
ALPSINDUS.NS,Alps Industries Limited
MELSTAR.NS,Melstar Information Technologies Limited
JALAN.NS,Jalan Transolutions (India) Limited
SABEVENTS.NS,Sab Events & Governance Now Media Limited
SANCO.NS,Sanco Industries Limited
BHALCHANDR.NS,Bhalchandram Clothing Limited
LAKPRE.NS,Lakshmi Precision Screws Limited
VASA.NS,Vasa Retail and Overseas Ltd
CMMIPL.NS,CMM Infraprojects Limited
ABHISHEK.NS,Abhishek Corporation Limited
AHLWEST.NS,Asian Hotels (West) Limited
AIFL.NS,Ashapura Intimates Fashion Limited
AJRINFRA.NS,AJR INFRA AND TOLLING LIMITED
ALCHEM.NS,Alchemist Limited
AMJUMBO.NS,A and M Jumbo Bags Limited
ANSALAPI.NS,Ansal Properties & Infrastructure Limited
ARCOTECH.NS,Arcotech Limited
ARTEDZ.NS,Artedz Fabs Limited
ASIL.NS,Amit Spinning Industries Limited
ATCOM.NS,Atcom Technologies Limited
ATLASCYCLE.NS,Atlas Cycles (Haryana) Limited
ATNINTER.NS,ATN International Limited
BALLARPUR.NS,Ballarpur Industries Limited
BANSAL.NS,Bansal Multiflex Limited
BGLOBAL.NS,Bharatiya Global Infomedia Limited
BHARATIDIL.NS,Bharati Defence and Infrastructure Limited
BILENERGY.NS,Bil Energy Systems Limited
BIRLATYRE.NS,Birla Tyres Limited
BLUEBLENDS.NS,Blue Blends (I) Limited
BLUECOAST.NS,Blue Coast Hotels Limited
BRFL.NS,Bombay Rayon Fashions Limited
CANDC.NS,C & C Constructions Limited
CCCL.NS,Consolidated Construction Consortium Limited
CELESTIAL.NS,Celestial Biolabs Limited
CKFSL.NS,Cox & Kings Financial Service Limited
CMICABLES.NS,CMI Limited
CURATECH.NS,Cura Technologies Limited
DHARSUGAR.NS,Dharani Sugars & Chemicals Limited
DQE.NS,DQ Entertainment (International) Limited
DSKULKARNI.NS,DS Kulkarni Developers Limited
EASTSILK.NS,Eastern Silk Industries Limited
EASTSUGIND.NS,Eastern Sug & Inds Limited
EASUNREYRL.NS,Easun Reyrolle Limited
EON.NS,Eon Electric Limited
EUROCERA.NS,Euro Ceramics Limited
EUROMULTI.NS,Euro Multivision Limited
FEDDERELEC.NS,Fedders Electric and Engineering Limited
FIVECORE.NS,Five Core Electronics Limited
GAMMONIND.NS,Gammon India Limited
GANGOTRI.NS,Gangotri Textiles Limited
GAYAHWS.NS,Gayatri Highways Limited
GAYAPROJ.NS,Gayatri Projects Limited
GBGLOBAL.NS,GB Global Limited
GFSTEELS.NS,Grand Foundry Limited
GITANJALI.NS,Gitanjali Gems Limited
HDIL.NS,Housing Development and Infrastructure Limited
HINDNATGLS.NS,Hindusthan National Glass & Industries Limited
ICSA.NS,ICSA (India) Limited
INDLMETER.NS,IMP Powers Limited
INDOSOLAR.NS,Indosolar Limited
INDUSFILA.NS,Indus Fila Limited
INFOMEDIA.NS,Infomedia Press Limited
INSPIRISYS.NS,Inspirisys Solutions Limited
IVRCLINFRA.NS,IVRCL Limited
JAINSTUDIO.NS,Jain Studios Limited
JBFIND.NS,JBF Industries Limited
JIKIND.NS,JIK Industries Limited
JINDCOT.NS,Jindal Cotex Limited
JPINFRATEC.NS,Jaypee Infratech Limited
KGL.NS,Karuturi Global Limited
KSERASERA.NS,KSS Limited
KSK.NS,KSK Energy Ventures Limited
LAKSHMIEFL.NS,Lakshmi Energy and Foods Limited
LEEL.NS,LEEL Electricals Limited
MANPASAND.NS,Manpasand Beverages Limited
MCDHOLDING.NS,McDowell Holdings Limited
MERCATOR.NS,Mercator Limited
METKORE.NS,Metkore Alloys & Industries Limited
MVL.NS,MVL Limited
NAKODA.NS,Nakoda Limited
NITINFIRE.NS,Nitin Fire Protection Industries Limited
NUTEK.NS,Nu Tek India Limited
OPAL.NS,Opal Luxury Time Products Limited
OPTOCIRCUI.NS,Opto Circuits (India) Limited
ORTEL.NS,Ortel Communications Limited
PDPL.NS,Parenteral Drugs (India) Limited
PENTAGOLD.NS,Penta Gold Limited
PINCON.NS,Pincon Spirit Limited
PRATIBHA.NS,Pratibha Industries Limited
PUNJLLOYD.NS,Punj Lloyd Limited
QUINTEGRA.NS,Quintegra Solutions Limited
RADAAN.NS,Radaan Mediaworks India Limited
RAINBOWPAP.NS,Rainbow Papers Limited
RAJVIR.NS,Rajvir Industries Limited
RCOM.NS,Reliance Communications Limited
RELCAPITAL.NS,Reliance Capital Limited
RMCL.NS,Radha Madhav Corporation Limited
RMMIL.NS,Resurgere Mines & Minerals Limited
RNAVAL.NS,Reliance Naval and Engineering Limited
ROLTA.NS,Rolta India Limited
RUSHABEAR.NS,Rushabh Precision Bearings Limited
SABTN.NS,Sri Adhikari Brothers Television Network Limited
SANWARIA.NS,Sanwaria Consumer Limited
SATHAISPAT.NS,Sathavahana Ispat Limited
SBIHOMEFIN.NS,SBI Home Finance Limited
SETUINFRA.NS,Setubandhan Infrastructure Limited
SHIRPUR-G.NS,Shirpur Gold Refinery Limited
SIIL.NS,Supreme (India) Impex Limited
SKIL.NS,SKIL Infrastructure Limited
SKSTEXTILE.NS,SKS Textiles Limited
SONISOYA.NS,Soni Soya Products Limited
SPENTEX.NS,Spentex Industries Limited
SRIRAM.NS,Shri Ram Switchgears Limited
SSINFRA.NS,S.S. Infrastructure Development Consultants Limited
SUPREMEENG.NS,Supreme Engineering Limited
TALWALKARS.NS,Talwalkars Better Value Fitness Limited
TALWGYM.NS,Talwalkars Healthclubs Limited
TANTIACONS.NS,Tantia Constructions Limited
TCIFINANCE.NS,TCI Finance Limited
TECHNOFAB.NS,Technofab Engineering Limited
TULSI.NS,Tulsi Extrusions Limited
UJAAS.NS,Ujaas Energy Limited
UNIPLY.NS,Uniply Industries Limited
UNITY.NS,Unity Infraprojects Limited
UNIVAFOODS.NS,Univa Foods Limited
VALECHAENG.NS,Valecha Engineering Limited
VALUEIND.NS,Value Industries Limited
VICEROY.NS,Viceroy Hotels Limited
VIDEOIND.NS,Videocon Industries Limited
VISASTEEL.NS,Visa Steel Limited
VISUINTL.NS,Visu International Limited
VIVIMEDLAB.NS,Vivimed Labs Limited
ZICOM.NS,Zicom Electronic Security Systems Limited
CIPLA.BO,Cipla Ltd.
SBIN.BO,State Bank Of India
JSWSTEEL.BO,JSW SL
TRENT.BO,TRENT
LICHSGFIN.BO,Lic Housing Finance Ltd.
MRF.BO,M.R.F LTD
VEDL.BO,Vedanta Limited
ONGC.BO,Oil And Natural Gas Corporation Ltd
AMBUJACEM.BO,Ambuja Cements Ltd.
HINDALCO.BO,Hindalco Industries Ltd.
ASHOKLEY.BO,ASHOK LEYLND
TATACOMM.BO,TATA COMM
BPCL.BO,BHARAT PETRO
NESTLEIND.BO,NESTLE LTD
INDHOTEL.BO,Indian Hotels Co. Ltd
MOTHERSON.BO,Samvardhana Motherson International Limited
NMDC.BO,NMDC Ltd
BANKBARODA.BO,Bank Of Baroda
BSOFT.BO,BIRLASOFT LIMITED
UNIONBANK.BO,UNION BANK
DIVISLAB.BO,Divi's Laboratories Ltd.
PETRONET.BO,PETRONET LNG
COFORGE.BO,COFORGE LIMITED
BAJAJ-AUTO.BO,Bajaj Auto Limited
LTIM.BO,LTIMindtree Limited
ABB.BO,ABB India Limited
AEGISLOG.BO,AEGIS LOGISTICS LTD.
ARE&M.BO,Amara Raja Energy & Mobility Ltd
AMBALALSA.BO,AMBALAL SARABHAI ENTERPRISES LTD.
ANDHRAPET.BO,ANDHRA PETROCHEMICALS LTD.
ANSALAPI.BO,ANSAL PROPERTIES & INFRASTRUCTURE LTD.
UTIQUE.BO,Utique Enterprises Ltd
ARUNAHTEL.BO,ARUNA HOTELS LTD.
BOMDYEING.BO,BOMBAY DYEING & MFG.CO.LTD.
ASIANHOTNR.BO,Asian Hotels (North) Limited
ATUL.BO,ATUL LTD.
ATVPR.BO,ATV PROJECTS INDIA LTD.
BAJAJELEC.BO,BAJAJ ELECTRICALS LTD.-$
BAJAJHIND.BO,Bajaj Hindusthan Sugar Limited
FORCEMOT.BO,FORCE MOTORS LTD.-$
BAJFINANCE.BO,Bajaj Finance Limited
BALRAMCHIN.BO,BALRAMPUR CHINI MILLS LTD.
BANCOINDIA.BO,BANCO PRODUCTS (INDIA) LTD.-$
CENTURYTEX.BO,CENTURY TEXTILES & INDUSTRIES LTD.
BANARISUG.BO,BANNARI AMMAN SUGARS LTD.
BASF.BO,BASF INDIA LTD.
BATAINDIA.BO,BATA INDIA LTD.
BEML.BO,BEML LTD.
BEL.BO,BHARAT ELECTRONICS LTD.
BEPL.BO,BHANSALI ENGINEERING POLYMERS LTD.-$
BIHSPONG.BO,BIHAR SPONGE IRON LTD.
BINANIIND.BO,BINANI INDUSTRIES LTD.
BIRLACABLE.BO,Birla Cable Ltd
BLUESTARCO.BO,BLUE STAR LTD.
DISAQ.BO,DISA INDIA LTD.
QUESTCAP.BO,Quest Capital Markets Ltd
BPL.BO,BPL LTD.
